Category,Message,Spam,Word_Count
real,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,0,18
real,Hmmm.still we dont have opener?,0,5
real,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,0,19
real,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",0,28
real,I will vote for wherever my heart guides me,0,9
real,With my sis lor... We juz watched italian job.,0,9
real,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",0,23
real,Lmao you know me so well...,0,6
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1,24
real,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,0,34
real,Goodnight da thangam I really miss u dear.,0,8
real,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,0,27
real,"Geeeee ... Your internet is really bad today, eh ?",0,10
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,1,24
real,I think i am disturbing her da,0,7
real,"Sorry, I'll call you  later. I am in meeting sir.",0,10
real,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,0,19
real,Ok i also wan 2 watch e 9 pm show...,0,10
real,I dunno lei... Like dun haf...,0,6
real,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,0,10
real,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,0,22
spam,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,1,19
real,Talk to g and x about that,0,7
real,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),0,14
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1,31
real,As in different styles?,0,4
spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,1,20
real,Gud ni8 dear..slp well..take care..swt dreams..Muah..,0,6
real,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,0,13
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",1,25
real,"Well, i'm glad you didn't find it totally disagreeable ... Lol",0,11
real,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",0,17
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,1,28
real,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,0,20
real,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",0,57
real,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),0,44
real,Aiya we discuss later lar... Pick ü up at 4 is it?,0,12
real,Hey happy birthday...,0,3
real,Sorry i missed your call. Can you please call back.,0,10
real,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,0,19
real,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",0,17
real,I wont do anything de.,0,5
real,What type of stuff do you sing?,0,7
real,"St andre, virgil's cream",0,4
real,No no. I will check all rooms befor activities,0,9
real,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",0,13
real,Gokila is talking with you aha:),0,6
real,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",0,16
real,K.k.this month kotees birthday know?,0,5
real,But i'm really really broke oh. No amount is too small even  &lt;#&gt;,0,13
real,Sorry about that this is my mates phone and i didnt write it love Kate,0,15
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",1,27
real,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",0,33
real,"Aight, call me once you're close",0,6
real,Nope thats fine. I might have a nap tho!,0,9
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,1,23
real,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,0,18
real,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",0,96
real,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,0,27
real,Ding me on ya break fassyole! Blacko from londn,0,9
real,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,0,15
real,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0,27
real,Oh you got many responsibilities.,0,5
spam,You have 1 new message. Please call 08715205273,1,8
real,I've reached sch already...,0,4
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,1,27
real,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,0,18
real,Argh why the fuck is nobody in town ;_;,0,9
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",1,28
real,Thanks. Fills me with complete calm and reassurance!,0,8
real,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,0,10
real,Are you driving or training?,0,5
real,Lol for real. She told my dad I have cancer,0,10
spam,PRIVATE! Your 2003 Account Statement for 078,1,7
real,"Oops I did have it,  &lt;#&gt; ?",0,7
real,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,0,13
real,"Hi Chikku, send some nice msgs",0,6
real,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",0,32
real,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",0,22
real,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",0,19
real,Cuz ibored. And don wanna study,0,6
real,Wot about on wed nite I am 3 then but only til 9!,0,13
real,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",0,58
real,Any way where are you and what doing.,0,8
real,That sucks. I'll go over so u can do my hair. You'll do it free right?,0,16
real,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;,0,20
real,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",0,24
real,Sday only joined.so training we started today:),0,7
real,Sorry * was at the grocers.,0,6
real,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,0,17
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,25
real,Yup... I havent been there before... You want to go for the yoga? I can call up to book,0,19
real,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,0,49
real,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,0,18
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,1,29
real,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,0,27
real,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,0,20
real,I'm in office now da:)where are you?,0,7
real,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,0,17
real,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,0,16
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1,27
real,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),0,17
real,Pls call me da. What happen.,0,6
real,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",0,22
real,No problem with the renewal. I.ll do it right away but i dont know his details.,0,16
real,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,0,37
real,Haven't left yet so probably gonna be here til dinner,0,10
real,"Like  &lt;#&gt; , same question",0,5
real,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,0,20
real,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",0,13
real,K k:) sms chat with me.,0,6
real,I will come with karnan car. Please wait till 6pm will directly goto doctor.,0,14
real,No but the bluray player can,0,6
real,Ok... Then r we meeting later?,0,6
real,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,0,17
real,Just send a text. We'll skype later.,0,7
real,Ok leave no need to ask,0,6
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",1,26
real,Ü still got lessons?  Ü in sch?,0,7
real,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,0,23
real,Oh did you charge camera,0,5
real,"I‘ve got some salt, you can rub it in my open wounds if you like!",0,15
real,Now i'm going for lunch.,0,5
real,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,0,21
real,Oh k. . I will come tomorrow,0,7
real,"Aight, text me tonight and we'll see what's up",0,9
real,U 2.,0,2
real,Water logging in desert. Geoenvironmental implications.,0,6
real,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0,17
real,Company is very good.environment is terrific and food is really nice:),0,11
real,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u",0,17
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,1,26
real,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please",0,23
real,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",0,34
real,K sure am in my relatives home. Sms me de. Pls:-),0,11
real,I sent them. Do you like?,0,6
real,"Fuuuuck I need to stop sleepin, sup",0,7
real,I'm in town now so i'll jus take mrt down later.,0,11
real,I just cooked a rather nice salmon a la you,0,10
real,I uploaded mine to Facebook,0,5
real,WHAT TIME U WRKIN?,0,4
real,Okie,0,1
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1,30
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,1,30
real,"Sorry, I'll call later",0,4
real,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,0,14
real,"It's wylie, you in tampa or sarasota?",0,7
real,Ok... Take ur time n enjoy ur dinner...,0,8
real,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,0,30
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",1,28
real,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,0,18
real,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,0,21
real,Ugh my leg hurts. Musta overdid it on mon.,0,9
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,1,25
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,25
real,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,0,8
real,Me fine..absolutly fine,0,3
real,How come she can get it? Should b quite diff to guess rite...,0,13
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,1,26
real,I will reach ur home in  &lt;#&gt;  minutes,0,8
real,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",0,23
real,Hi.what you think about match?,0,5
real,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0,61
real,Dai i downloaded but there is only exe file which i can only run that exe after installing.,0,18
real,It is only yesterday true true.,0,6
real,K.k.how is your business now?,0,5
real,3 pa but not selected.,0,5
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1,22
real,I keep ten rs in my shelf:) buy two egg.,0,10
real,I am late. I will be there at,0,8
real,Well thats nice. Too bad i cant eat it,0,9
real,I accidentally brought em home in the box,0,8
real,Pls she needs to dat slowly or she will vomit more.,0,11
real,I have to take exam with in march 3,0,9
real,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",0,18
real,5 nights...We nt staying at port step liao...Too ex,0,9
real,If I die I want u to have all my stuffs.,0,11
real,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,0,24
real,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0,26
real,Prabha..i'm soryda..realy..frm heart i'm sory,0,5
real,I re-met alex nichols from middle school and it turns out he's dealing!,0,13
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,1,22
real,It means u could not keep ur words.,0,8
real,"Nope, I'm still in the market",0,6
real,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,0,34
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,1,28
real,Hey what how about your project. Started aha da.,0,9
real,Ok cool. See ya then.,0,5
real,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,0,21
real,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0,26
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,1,27
real,Yeah I can still give you a ride,0,8
real,"Jay wants to work out first, how's 4 sound?",0,9
real,"Gud gud..k, chikku tke care.. sleep well gud nyt",0,9
real,Its a part of checking IQ,0,6
real,Hmm thinking lor...,0,3
real,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,0,27
real,thanks for the temales it was wonderful. Thank. Have a great week.,0,12
real,Thank you princess! I want to see your nice juicy booty...,0,11
real,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,0,23
real,Gud ni8 dear..slp well..take care..swt dreams..Muah..,0,6
real,U come n search tat vid..not finishd..,0,7
real,"K I'm leaving soon, be there a little after 9",0,10
spam,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,1,23
real,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",0,20
real,You do your studies alone without anyones help. If you cant no need to study.,0,15
real,Please tell me not all of my car keys are in your purse,0,13
real,I didnt get anything da,0,5
real,Ok... Sweet dreams...,0,3
real,Well she's in for a big surprise!,0,7
real,"As usual..iam fine, happy &amp; doing well..:)",0,7
real,1 in cbe. 2 in chennai.,0,6
real,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,0,18
real,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,0,25
real,I absolutely LOVE South Park! I only recently started watching the office.,0,12
real,Did you see that film:),0,5
real,Pls speak with me. I wont ask anything other then you friendship.,0,12
real,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",0,79
real,Gud ni8.swt drms.take care,0,4
real,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,0,33
real,Anything lar then ü not going home 4 dinner?,0,9
real,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx",0,16
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",1,27
real,Did u fix the teeth?if not do it asap.ok take care.,0,11
real,So u wan 2 come for our dinner tonight a not?,0,11
real,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",0,31
real,Its too late:)but its k.wish you the same.,0,8
real,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",0,21
real,Oh yeah clearly it's my fault,0,6
real,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,0,13
real,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",0,34
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,1,23
real,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",0,16
real,"Vikky, come around  &lt;TIME&gt; ..",0,5
real,"And how you will do that, princess? :)",0,8
real,I have gone into get info bt dont know what to do,0,12
real,"Yeah, probably here for a while",0,6
real,Sent me ur email id soon,0,6
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",1,26
real,I'm still pretty weak today .. Bad day ?,0,9
real,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,0,23
real,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),0,24
real,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,0,12
real,Dear where you. Call me,0,5
real,Xy trying smth now. U eat already? We havent...,0,9
spam,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,1,25
real,I donno its in your genes or something,0,8
spam,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,1,24
real,Alex says he's not ok with you not being ok with it,0,12
real,Are u coming to the funeral home,0,7
real,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,0,22
real,I.ll hand her my phone to chat wit u,0,9
real,Well good morning mr . Hows london treatin' ya treacle?,0,10
real,I can't make it tonight,0,5
real,At WHAT TIME should i come tomorrow,0,7
real,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,0,16
real,"I can. But it will tell quite long, cos i haven't finish my film yet...",0,15
real,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,0,21
real,Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,0,17
real,Ill be at yours in about 3 mins but look out for me,0,13
real,What you did in  leave.,0,5
real,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,0,33
real,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",0,17
real,"yeah, that's what I was thinking",0,6
real,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,0,29
real,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,0,21
real,My sister going to earn more than me da.,0,9
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,1,28
real,Hahaha..use your brain dear,0,4
real,Jus finish watching tv... U?,0,5
real,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",0,21
real,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",0,33
real,Kothi print out marandratha.,0,4
real,But we havent got da topic yet rite?,0,8
real,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,0,14
real,"Thanks, I'll keep that in mind",0,6
real,Aah bless! How's your arm?,0,5
real,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",0,28
real,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",0,33
real,What makes you most happy?,0,5
real,Wishing you a wonderful week.,0,5
real,Sweet heart how are you?,0,5
real,"Sir, waiting for your letter.",0,5
real,Dude im no longer a pisces. Im an aquarius now.,0,10
real,X course it 2yrs. Just so her messages on messenger lik you r sending me,0,15
real,I think steyn surely get one wicket:),0,7
real,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",0,24
real,"Garbage bags, eggs, jam, bread, hannaford wheat chex",0,8
real,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,0,35
real,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,0,26
real,My birthday is on feb  &lt;#&gt;  da. .,0,8
real,So when do you wanna gym?,0,6
real,You'd like that wouldn't you? Jerk!,0,6
real,Are u awake? Is there snow there?,0,7
real,And of course you should make a stink!,0,8
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",1,22
real,No go. No openings for that room 'til after thanksgiving without an upcharge.,0,13
real,When you guys planning on coming over?,0,7
real,Wat ü doing now?,0,4
real,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,24
real,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,0,27
real,Do I? I thought I put it back in the box,0,11
real,I'm home...,0,2
real,No one interested. May be some business plan.,0,8
real,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,0,12
real,Good morning princess! Have a great day!,0,7
real,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...,0,16
real,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.,0,25
real,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",0,23
real,Tell me something. Thats okay.,0,5
real,Ok,0,1
real,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,0,25
real,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,0,30
real,"Hey, iouri gave me your number, I'm wylie, ryan's friend",0,10
real,Yep get with the program. You're slacking.,0,7
real,I'm in inside office..still filling forms.don know when they leave me.,0,11
real,"I think your mentor is , but not 100 percent sure.",0,11
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),1,18
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1,17
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,1,27
real,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,0,26
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,1,23
real,Hi mom we might be back later than  &lt;#&gt;,0,9
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,1,26
real,"Lol, oh you got a friend for the dog ?",0,10
real,"Ok., is any problem to u frm him? Wats matter?",0,10
real,"K I'll head out in a few mins, see you there",0,11
real,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0,39
real,I cant pick the phone right now. Pls send a message,0,11
real,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,0,22
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,1,15
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",1,27
real,Somebody set up a website where you can play hold em using eve online spacebucks,0,15
real,Its sunny in california. The weather's just cool,0,8
spam,You have 1 new message. Call 0207-083-6089,1,7
real,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",0,13
real,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,0,15
real,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X,0,31
real,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,0,26
real,I'm at work. Please call,0,5
